g,t,width
0.5,22.18681983837583,15.61737432894094
0.5,22.358748544888392,15.61737432894094
0.5,22.530677251400956,15.61737432894094
0.5,22.74135765394541,15.812591508052705
0.5,22.77332275261989,15.812591508052705
0.5,22.77926060525182,15.812591508052705
0.5,22.78519845788375,15.812591508052705
0.5,22.791136310515682,15.812591508052705
0.5,22.803012015779544,15.812591508052705
0.5,22.814887721043405,15.812591508052705
0.5,22.859833021809663,15.812591508052705
0.5,22.904778322575922,15.812591508052705
0.5,22.972951127287565,15.812591508052705
0.5,23.04112393199921,15.812591508052705
0.5,23.109296736710853,16.00780868716447
0.5,23.254922183530176,16.00780868716447
0.5,23.372083445146227,16.00780868716447
0.5,23.463869302721598,16.00780868716447
0.5,23.55565516029697,16.203025866276235
0.5,23.64744101787234,16.203025866276235
0.5,23.753393362070906,16.203025866276235
0.5,23.859345706269472,16.203025866276235
0.5,23.96529805046804,16.398243045388
0.5,24.071250394666606,16.398243045388
0.5,24.177202738865173,16.398243045388
0.5,24.28315508306374,16.59346022449975
0.5,24.419111571875572,16.59346022449975
0.5,24.555068060687404,16.59346022449975
0.5,24.691024549499236,16.788677403611516
0.5,24.826981038311068,16.788677403611516
0.5,24.9629375271229,16.788677403611516
0.5,25.098894015934732,16.98389458272328
0.5,25.234850504746564,16.98389458272328
0.5,25.394105029573566,17.179111761835046
0.5,25.55335955440057,17.179111761835046
0.5,25.71261407922757,17.179111761835046
0.5,25.871868604054573,17.37432894094681
0.5,26.031123128881575,17.37432894094681
0.5,26.190377653708577,17.56954612005856
0.5,26.34963217853558,17.56954612005856
0.5,26.50888670336258,17.764763299170326
0.5,26.668141228189583,17.764763299170326
0.5,26.827395753016585,17.95998047828209
0.5,26.986650277843587,17.95998047828209
0.5,27.14590480267059,18.155197657393856
0.5,27.30515932749759,18.155197657393856
0.5,27.464413852324594,18.155197657393856
0.5,27.623668377151596,18.35041483650562
0.5,27.782922901978598,18.35041483650562
0.5,27.9421774268056,18.54563201561737
0.5,28.101431951632602,18.54563201561737
0.5,28.260686476459604,18.740849194729137
0.5,28.385797402056898,18.740849194729137
0.5,28.510908327654192,18.9360663738409
0.5,28.636019253251487,18.9360663738409
0.5,28.76113017884878,18.9360663738409
0.5,28.899428995102102,19.131283552952652
0.5,29.037727811355424,19.131283552952652
0.5,29.152443443650043,19.131283552952652
0.5,29.26715907594466,19.326500732064417
0.5,29.38187470823928,19.326500732064417
0.5,29.4965903405339,19.326500732064417
0.5,29.6377637947494,19.521717911176182
0.5,29.7789372489649,19.521717911176182
0.5,29.920110703180402,19.716935090287947
0.5,29.940750139639547,19.716935090287947
0.5,29.94436169526253,19.716935090287947
0.5,29.94797325088551,19.716935090287947
0.5,29.951584806508492,19.716935090287947
0.5,29.958807917754456,19.716935090287947
0.5,29.96603102900042,19.716935090287947
0.5,29.99498210984697,19.716935090287947
0.5,30.02393319069352,19.716935090287947
0.5,30.05288427154007,19.716935090287947
0.5,30.135300894868838,19.716935090287947
0.5,30.217717518197606,19.912152269399712
0.5,30.300134141526375,19.912152269399712
