g,time,width
0.01,686.9179279867973,48.33984375
0.01,688.0570703584199,48.53515625
0.01,689.1962127300425,48.53515625
0.01,690.3353551016651,48.73046875
0.01,691.2788254751814,48.73046875
0.01,692.2222958486977,48.92578125
0.01,693.1657662222141,48.92578125
0.01,694.1092365957304,49.12109375
0.01,695.1471592499308,49.12109375
0.01,696.1850819041313,49.12109375
0.01,697.2230045583317,49.31640625
0.01,698.2609272125321,49.31640625
0.01,699.2988498667326,49.51171875
0.01,700.336772520933,49.51171875
0.01,701.3746951751334,49.70703125
0.01,702.4126178293338,49.70703125
0.01,703.4505404835343,49.90234375
0.01,704.4884631377347,49.90234375
0.01,705.5263857919351,50.09765625
0.01,706.5643084461356,50.09765625
0.01,707.602231100336,50.29296875
0.01,708.6401537545364,50.29296875
0.01,709.6780764087368,50.29296875
0.01,710.7159990629373,50.48828125
0.01,711.7539217171377,50.48828125
0.01,712.7918443713381,50.68359375
0.01,713.8297670255386,50.68359375
0.01,714.867689679739,50.87890625
0.01,715.9056123339394,50.87890625
0.01,716.9435349881398,51.07421875
0.01,717.9814576423403,51.07421875
0.01,719.0193802965407,51.26953125
0.01,720.0573029507411,51.26953125
0.01,721.0952256049416,51.46484375
0.01,722.133148259142,51.46484375
0.01,723.1710709133424,51.66015625
0.01,724.2089935675428,51.66015625
0.01,725.2469162217433,51.85546875
0.01,726.2848388759437,51.85546875
0.01,727.3227615301441,52.05078125
0.01,728.3606841843446,52.05078125
0.01,729.398606838545,52.05078125
0.01,730.4365294927454,52.24609375
0.01,731.4744521469459,52.24609375
0.01,732.5123748011463,52.44140625
0.01,733.5502974553467,52.44140625
0.01,734.5882201095471,52.63671875
0.01,735.6261427637476,52.63671875
0.01,736.664065417948,52.83203125
0.01,737.7019880721484,52.83203125
0.01,738.7399107263489,53.02734375
0.01,739.7778333805493,53.02734375
0.01,740.8157560347497,53.22265625
0.01,741.8536786889501,53.22265625
0.01,742.8916013431506,53.41796875
0.01,743.929523997351,53.41796875
0.01,744.9674466515514,53.61328125
0.01,746.0053693057519,53.61328125
0.01,747.0432919599523,53.80859375
0.01,748.0812146141527,53.80859375
0.01,749.1191372683531,54.00390625
0.01,750.1570599225536,54.00390625
0.01,751.194982576754,54.19921875
0.01,752.2329052309544,54.19921875
0.01,753.2708278851549,54.39453125
0.01,754.3087505393553,54.39453125
0.01,755.3466731935557,54.39453125
0.01,756.3845958477561,54.58984375
0.01,757.4225185019566,54.58984375
0.01,758.460441156157,54.78515625
0.01,759.4983638103574,54.78515625
0.01,760.5362864645579,54.98046875
0.01,761.5742091187583,54.98046875
0.01,762.6121317729587,55.17578125
0.01,763.6500544271591,55.17578125
0.01,764.6879770813596,55.37109375
0.01,765.72589973556,55.37109375
0.01,766.7638223897604,55.56640625
0.01,767.8017450439609,55.56640625
0.01,768.8396676981613,55.76171875
0.01,769.8775903523617,55.76171875
0.01,770.9155130065622,55.95703125
0.01,771.9534356607626,55.95703125
